,title,eid,publication year,authors,last name,first name,member id,irp,2018,2019,2020,2021,2022,2023
5889,Assessing general cognitive and adaptive abilities in adults with Down syndrome: A systematic review,2-s2.0-85071739597,2019,"Hamburg, Sarah;Lowe, Bryony;Startin, Carla Marie;Padilla, Concepcion;Coppus, Antonia;Silverman, Wayne;Fortea, Juan;Zaman, Shahid;Head, Elizabeth;Handen, Benjamin L.;Lott, Ira;Song, Weihong;Strydom, André",Song,Weihong,7401655359,Learning Memory & Dementias,0,0,0,6,3,7
5890,Upregulation of MIF as a defense mechanism and a biomarker of Alzheimer's disease,2-s2.0-85067029499,2019,"Zhang, Si;Zhao, Jiehao;Zhang, Yuhu;Zhang, Yun;Cai, Fang;Wang, Lijuan;Song, Weihong",Song,Weihong,7401655359,Learning Memory & Dementias,0,1,5,5,12,6
5891,Exome sequencing in multiple sclerosis families identifies 12 candidate genes and nominates biological pathways for the genesis of disease,2-s2.0-85067026778,2019,"Vilariño-Güell, Carles;Zimprich, Alexander;Martinelli-Boneschi, Filippo;Herculano, Bruno;Wang, Zhe;Matesanz, Fuencisla;Urcelay, Elena;Vandenbroeck, Koen;Leyva, Laura;Gris, Denis;Massaad, Charbel;Quandt, Jacqueline A.;Traboulsee, Anthony L.;Encarnacion, Mary;Bernales, Cecily Q.;Follett, Jordan;Yee, Irene M.;Criscuoli, Maria G.;Deutschländer, Angela;Reinthaler, Eva M.;Zrzavy, Tobias;Mascia, Elisabetta;Zauli, Andrea;Esposito, Federica;Alcina, Antonio;Izquierdo, Guillermo;Espino-Paisán, Laura;Mena, Jorge;Antigüedad, Alfredo;Urbaneja-Romero, Patricia;Ortega-Pinazo, Jesús;Song, Weihong;Sadovnick, A. Dessa",Song,Weihong,7401655359,Learning Memory & Dementias,0,4,12,8,10,4
5892,Regulation of global gene expression in brain by TMP21,2-s2.0-85065239509,2019,"Zhang, Xiaojie;Wu, Yili;Cai, Fang;Song, Weihong",Song,Weihong,7401655359,Learning Memory & Dementias,0,2,2,0,1,1
5893,Connexins and pannexins in Alzheimer's disease,2-s2.0-85029516282,2019,"Giaume, Christian;Sáez, Juan C.;Song, Weihong;Leybaert, Luc;Naus, Christian C.",Song,Weihong,7401655359,Learning Memory & Dementias,2,1,6,5,5,0
5894,"BACE2, a conditional β-secretase, contributes to Alzheimer’s disease pathogenesis",2-s2.0-85066258915,2019,"Wang, Zhe;Xu, Qin;Cai, Fang;Liu, Xi;Wu, Yili;Song, Weihong",Song,Weihong,7401655359,Learning Memory & Dementias,0,5,7,13,12,15
5895,MKP-1 reduces aβ generation and alleviates cognitive impairments in Alzheimer’s disease models,2-s2.0-85079460218,2019,"Du, Yehong;Du, Yexiang;Zhang, Yun;Huang, Zhilin;Fu, Min;Li, Junjie;Pang, Yayan;Lei, Peng;Wang, Yu Tian;Song, Weihong;He, Guiqiong;Dong, Zhifang",Song,Weihong,7401655359,Learning Memory & Dementias,0,0,6,14,12,11
5896,New insight into Alzheimer's disease: Light reverses Aβ-obstructed interstitial fluid flow and ameliorates memory decline in APP/PS1 mice,2-s2.0-85074171393,2019,"Yue, Xiangpei;Mei, Yufei;Zhang, Yun;Tong, Zheng;Cui, Dehua;Yang, Jun;Wang, Aibo;Wang, Rui;Fei, Xuechao;Ai, Li;Di, Yalan;Luo, Hongjun;Li, Hui;Luo, Wenhong;Lu, Yu;Li, Rui;Duan, Chunli;Gao, Ge;Yang, Hui;Sun, Binggui;He, Rongqiao;Song, Weihong;Han, Hongbin;Tong, Zhiqian",Song,Weihong,7401655359,Learning Memory & Dementias,0,0,6,11,10,12
5897,A novel cell-based β-secretase enzymatic assay for alzheimer’s disease,2-s2.0-85061957500,2019,"De Araujo Herculano, Bruno;Wang, Zhe;Song, Weihong",Song,Weihong,7401655359,Learning Memory & Dementias,0,0,0,0,0,0
5898,Physiological clearance of tau in the periphery and its therapeutic potential for tauopathies,2-s2.0-85051209487,2018,"Wang, Jun;Jin, Wang Sheng;Bu, Xian Le;Zeng, Fan;Huang, Zhi Lin;Li, Wei Wei;Shen, Lin Lin;Zhuang, Zhen Qian;Fang, Yuqiang;Sun, Bin Lu;Zhu, Jie;Yao, Xiu Qing;Zeng, Gui Hua;Dong, Zhi Fang;Yu, Jin Tai;Hu, Zhian;Song, Weihong;Zhou, Hua Dong;Jiang, Jian Xin;Liu, Yu Hui;Wang, Yan Jiang",Song,Weihong,7401655359,Learning Memory & Dementias,1,5,5,4,9,3
5899,Memory Impairment Induced by Borna Disease Virus 1 Infection is Associated with Reduced H3K9 Acetylation,2-s2.0-85052954571,2018,"Jie, Jie;Xu, Xiaoyan;Xia, Jinjun;Tu, Zhe;Guo, Yujie;Li, Chenmeng;Zhang, Xiong;Wang, Haiyang;Song, Weihong;Xie, Peng",Song,Weihong,7401655359,Learning Memory & Dementias,0,2,4,4,7,1
5900,Blood-derived amyloid-β protein induces Alzheimer’s disease pathologies,2-s2.0-85044517653,2018,"Bu, X. L.;Xiang, Y.;Jin, W. S.;Wang, J.;Shen, L. L.;Huang, Z. L.;Zhang, K.;Liu, Y. H.;Zeng, F.;Liu, J. H.;Sun, H. L.;Zhuang, Z. Q.;Chen, S. H.;Yao, X. Q.;Giunta, B.;Shan, Y. C.;Tan, J.;Chen, X. W.;Dong, Z. F.;Zhou, H. D.;Zhou, X. F.;Song, W.;Wang, Y. J.",Song,Weihong,7401655359,Learning Memory & Dementias,13,21,26,27,26,21
5901,The ProNGF/p75NTR pathway induces tau pathology and is a therapeutic target for FTLD-tau,2-s2.0-85047999140,2018,"Shen, Lin Lin;Mañucat-Tan, Noralyn B.;Gao, Shi Hao;Li, Wei Wei;Zeng, Fan;Zhu, Chi;Wang, Jun;Bu, Xian Le;Liu, Yu Hui;Gao, Chang Yue;Xu, Zhi Qiang;Bobrovskaya, Larisa;Lei, Peng;Yu, Jin Tai;Song, Weihong;Zhou, Hua Dong;Yao, Xiu Qing;Zhou, Xin Fu;Wang, Yan Jiang",Song,Weihong,7401655359,Learning Memory & Dementias,1,9,8,7,7,5
5902,Cleavage of potassium channel Kv2.1 by BACE2 reduces neuronal apoptosis,2-s2.0-85046012540,2018,"Liu, Fuchen;Zhang, Yun;Liang, Zonglai;Sun, Qianwen;Liu, Heng;Zhao, Juan;Xu, Jingwen;Zheng, Jinfan;Yun, Yan;Yu, Xiao;Song, Weihong;Sun, Xiulian",Song,Weihong,7401655359,Learning Memory & Dementias,1,6,5,2,3,3
5903,Formaldehyde induces diabetes-associated cognitive impairments,2-s2.0-85045137966,2018,"Tan, Tao;Zhang, Yun;Luo, Wenhong;Lv, Jihui;Han, Chanshuai;Hamlin, Jason N.R.;Luo, Hongjun;Li, Hui;Wan, You;Yang, Xu;Song, Weihong;Tong, Zhiqian",Song,Weihong,7401655359,Learning Memory & Dementias,1,3,4,4,10,5
5904,Ethanol Alters APP Processing and Aggravates Alzheimer-Associated Phenotypes,2-s2.0-85027127682,2018,"Huang, Daochao;Yu, Mengjiao;Yang, Shou;Lou, Dandan;Zhou, Weitao;Zheng, Lingling;Wang, Zhe;Cai, Fang;Zhou, Weihui;Li, Tingyu;Song, Weihong",Song,Weihong,7401655359,Learning Memory & Dementias,2,4,5,8,9,8
5905,Traumatic Brain Injury Alters the Metabolism and Facilitates Alzheimer’s Disease in a Murine Model,2-s2.0-85026826671,2018,"Lou, Dandan;Du, Yao;Huang, Daochao;Cai, Fang;Zhang, Yun;Li, Tinyu;Zhou, Weihui;Gao, Hongchang;Song, Weihong",Song,Weihong,7401655359,Learning Memory & Dementias,1,2,5,3,0,2
5906,A Novel Alzheimer-Associated SNP in Tmp21 Increases Amyloidogenesis,2-s2.0-85013666515,2018,"Zhang, Xiaojie;Wu, Yili;Cai, Fang;Liu, Shengchun;Bromley-Brits, Kelley;Xia, Kun;Song, Weihong",Song,Weihong,7401655359,Learning Memory & Dementias,1,5,1,0,1,2
5907,Ketamine modulates Zic5 expression via the notch signaling pathway in neural crest induction,2-s2.0-85043571436,2018,"Shi, Yu;Li, Jiejing;Chen, Chunjiang;Xia, Yongwu;Li, Yanxi;Zhang, Pan;Xu, Ying;Li, Tingyu;Zhou, Weihui;Song, Weihong",Song,Weihong,7401655359,Learning Memory & Dementias,1,0,1,3,1,0
5908,Alteration of the retinoid acid-CBP signaling pathway in neural crest induction contributes to enteric nervous system disorder,2-s2.0-85058715306,2018,"Li, Cheng;Hu, Rong;Hou, Nali;Wang, Yi;Wang, Zhili;Yang, Ting;Gu, Yan;He, Mulan;Shi, Yu;Chen, Jie;Song, Weihong;Li, Tingyu",Song,Weihong,7401655359,Learning Memory & Dementias,0,0,2,4,2,0
5909,Mild traumatic brain injury induces memory deficits with alteration of gene expression profile,2-s2.0-85029023896,2017,"Luo, Yawen;Zou, Haiyan;Wu, Yili;Cai, Fang;Zhang, Si;Song, Weihong",Song,Weihong,7401655359,Learning Memory & Dementias,2,3,3,1,3,4
5910,Modifications and trafficking of APP in the pathogenesis of alzheimer’s disease,2-s2.0-85032347248,2017,"Wang, Xin;Zhou, Xuan;Li, Gongying;Zhang, Yun;Wu, Yili;Song, Weihong",Song,Weihong,7401655359,Learning Memory & Dementias,6,18,17,23,15,7
5911,Low-frequency repetitive transcranial magnetic stimulation ameliorates cognitive function and synaptic plasticity in APP23/PS45 mouse model of Alzheimer's Disease,2-s2.0-85030169337,2017,"Huang, Zhilin;Tan, Tao;Du, Yehong;Chen, Long;Fu, Min;Yu, Yanzhi;Zhang, Lu;Song, Weihong;Dong, Zhifang",Song,Weihong,7401655359,Learning Memory & Dementias,0,4,5,10,8,5
5912,Peritoneal dialysis reduces amyloid-beta plasma levels in humans and attenuates Alzheimer-associated phenotypes in an APP/PS1 mouse model,2-s2.0-85018790640,2017,"Jin, Wang Sheng;Shen, Lin Lin;Bu, Xian Le;Zhang, Wei Wei;Chen, Si Han;Huang, Zhi Lin;Xiong, Jia Xiang;Gao, Chang Yue;Dong, Zhifang;He, Ya Ni;Hu, Zhi An;Zhou, Hua Dong;Song, Weihong;Zhou, Xin Fu;Wang, Yi Zheng;Wang, Yan Jiang",Song,Weihong,7401655359,Learning Memory & Dementias,16,7,12,14,22,8
5913,Regulation of SET Gene Expression by NFkB,2-s2.0-84976345203,2017,"Feng, Yi;Li, Xiaoyong;Zhou, Weitao;Lou, Dandan;Huang, Daochao;Li, Yanhua;Kang, Yu;Xiang, Yan;Li, Tingyu;Zhou, Weihui;Song, Weihong",Song,Weihong,7401655359,Learning Memory & Dementias,1,5,1,1,4,2
5914,BACE1 cleavage site selection critical for amyloidogenesis and Alzheimer’s pathogenesis,2-s2.0-85025147331,2017,"Zhang, Shuting;Wang, Zhe;Cai, Fang;Zhang, Mingming;Wu, Yili;Zhang, Jing;Song, Weihong",Song,Weihong,7401655359,Learning Memory & Dementias,5,12,14,14,10,13
5915,Islet amyloid polypeptide: Another key molecule in Alzheimer's pathogenesis?,2-s2.0-85014774021,2017,"Zhang, Yun;Song, Weihong",Song,Weihong,7401655359,Learning Memory & Dementias,10,7,10,11,9,6
5916,Marginal vitamin A deficiency facilitates Alzheimer’s pathogenesis,2-s2.0-85010830924,2017,"Zeng, Jiaying;Chen, Li;Wang, Zhe;Chen, Qian;Fan, Zhen;Jiang, Hongpeng;Wu, Yili;Ren, Lan;Chen, Jie;Li, Tingyu;Song, Weihong",Song,Weihong,7401655359,Learning Memory & Dementias,7,14,10,9,10,6
5917,Estrogen receptor α (ERα) status evaluation using RNAscope in situ hybridization: a reliable and complementary method for IHC in breast cancer tissues,2-s2.0-85011695298,2017,"Yu, Xiuwei;Guo, Shipeng;Song, Weihong;Xiang, Tingxiu;Yang, Chengcheng;Tao, Kai;Zhou, Lin;Cao, Yijia;Liu, Shengchun",Song,Weihong,7401655359,Learning Memory & Dementias,0,1,6,7,2,1
5918,Nutritional deficiency in early life facilitates aging-associated cognitive decline,2-s2.0-85028992277,2017,"Kang, Yu;Zhang, Yun;Feng, Zijuan;Liu, Mingjing;Li, Yanhua;Yang, Huan;Wang, Dan;Zheng, Lingling;Lou, Dandan;Cheng, Liangping;Chen, Chunjiang;Zhou, Weitao;Feng, Yi;Li, Xiaoyong;Duan, Jianzhong;Yu, Mengjiao;Yang, Shou;Liu, Yuhang;Wang, Xin;Deng, Bo;Liu, Chenghui;Yao, Xiuqing;Zhu, Chi;Liang, Chunrong;Zeng, Xiaolong;Ren, Sisi;Li, Qunying;Zhong, Yin;Zhang, Yong;Kang, Jun;Yan, Yong;Meng, Huaqing;Zhong, Zhaohui;Zhou, Weihui;Wang, Yanjiang;Li, Tingyu;Song, Weihong",Song,Weihong,7401655359,Learning Memory & Dementias,6,6,4,5,5,3
5919,Erratum: Nuclear Receptor NR1H3 in Familial Multiple Sclerosis (Neuron (2016) 90(5) (948–954)(S089662731630126X)(10.1016/j.neuron.2016.04.039)),2-s2.0-84992345482,2016,"Wang, Zhe;Sadovnick, A. Dessa;Traboulsee, Anthony L.;Ross, Jay P.;Bernales, Cecily Q.;Encarnacion, Mary;Yee, Irene M.;de Lemos, Madonna;Greenwood, Talitha;Lee, Joshua D.;Wright, Galen;Ross, Colin J.;Zhang, Si;Song, Weihong;Vilariño-Güell, Carles",Song,Weihong,7401655359,Learning Memory & Dementias,2,2,1,0,1,0
5920,Case-Control Studies Are Not Familial Studies,2-s2.0-84992345415,2016,"Wang, Zhe;Sadovnick, A. Dessa;Traboulsee, Anthony L.;Ross, Jay P.;Bernales, Cecily Q.;Encarnacion, Mary;Yee, Irene M.;de Lemos, Madonna;Greenwood, Talitha;Lee, Joshua D.;Wright, Galen;Ross, Colin J.;Zhang, Si;Song, Weihong;Vilariño-Güell, Carles",Song,Weihong,7401655359,Learning Memory & Dementias,1,5,0,0,0,0
5921,Association of apolipoprotein e (ApoE) polymorphism with alzheimer’s disease in Chinese population,2-s2.0-84975470778,2016,"Zheng, Lingling;Duan, Jianzhong;Duan, Xiaoling;Zhou, Weitao;Chen, Chunjiang;Li, Yanhua;Chen, Jie;Zhou, Weihui;Wang, Yan Jiang;Li, Tingyu;Song, Weihong",Song,Weihong,7401655359,Learning Memory & Dementias,1,2,2,0,5,0
5922,Nuclear Receptor NR1H3 in Familial Multiple Sclerosis,2-s2.0-84977123665,2016,"Wang, Zhe;Sadovnick, A.  Dessa;Traboulsee, Anthony L L.;Ross, Jay P P.;Bernales, Cecily Q Q.;Encarnacion, Mary;Yee, Irene M M.;de Lemos, Madonna;Greenwood, Talitha;Lee, Joshua D D.;Wright, Galen;Ross, Colin J J.;Zhang, Si;Song, Weihong;Vilariño-Güell, Carles",Song,Weihong,7401655359,Learning Memory & Dementias,10,11,3,8,11,0
5923,Safety and efficacy of valproic acid treatment in SCA3/MJD patients,2-s2.0-84961221107,2016,"Lei, Li Fang;Yang, Guo Ping;Wang, Jun Ling;Chuang, De Maw;Song, Wei Hong;Tang, Bei Sha;Jiang, Hong",Song,Weihong,7401655359,Learning Memory & Dementias,10,7,7,6,7,5
5924,Regulation of LRRK2 promoter activity and gene expression by Sp1,2-s2.0-84977662231,2016,"Wang, Juelu;Song, Weihong",Song,Weihong,7401655359,Learning Memory & Dementias,1,0,5,2,4,4
5925,Regulation of global gene expression and cell proliferation by APP,2-s2.0-84960192792,2016,"Wu, Yili;Zhang, Si;Xu, Qin;Zou, Haiyan;Zhou, Weihui;Cai, Fang;Li, Tingyu;Song, Weihong",Song,Weihong,7401655359,Learning Memory & Dementias,8,3,2,3,4,2
5926,Epigenetic modification of PKMζ rescues aging-related cognitive impairment,2-s2.0-84959491908,2016,"Chen, Chen;Meng, Shi Qiu;Xue, Yan Xue;Han, Ying;Sun, Cheng Yu;Deng, Jia Hui;Chen, Na;Bao, Yan Ping;Zhang, Fei Long;Cao, Lin Lin;Zhu, Wei Guo;Shi, Jie;Song, Wei Hong;Lu, Lin",Song,Weihong,7401655359,Learning Memory & Dementias,1,2,2,2,2,2
5927,"Sox2 functionally interacts with βAPP, the βAPP intracellular domain and ADAM10 at a transcriptional level in human cells",2-s2.0-84947998459,2016,"Sarlak, G.;Htoo, H. H.;Hernandez, J. F.;Iizasa, H.;Checler, F.;Konietzko, U.;Song, W.;Vincent, B.",Song,Weihong,7401655359,Learning Memory & Dementias,4,3,4,0,3,1
5928,Physiological amyloid-beta clearance in the periphery and its therapeutic potential for Alzheimer’s disease,2-s2.0-84942365599,2015,"Xiang, Yang;Bu, Xian Le;Liu, Yu Hui;Zhu, Chi;Shen, Lin Lin;Jiao, Shu Sheng;Zhu, Xiao Yan;Giunta, Brian;Tan, Jun;Song, Wei Hong;Zhou, Hua Dong;Zhou, Xin Fu;Wang, Yan Jiang",Song,Weihong,7401655359,Learning Memory & Dementias,14,16,21,27,33,24
5929,Melatonin regulates the transcription of βaPP-cleaving secretases mediated through melatonin receptors in human neuroblastoma SH-SY5Y cells,2-s2.0-84942191028,2015,"Panmanee, Jiraporn;Nopparat, Chutikorn;Chavanich, Napapit;Shukla, Mayuri;Mukda, Sujira;Song, Weihong;Vincent, Bruno;Govitrapong, Piyarat",Song,Weihong,7401655359,Learning Memory & Dementias,6,8,5,8,3,3
5930,"No significant effect of 7,8-dihydroxyflavone on APP processing and alzheimer-associated phenotypes",2-s2.0-84921891047,2015,"Zhou, Weitao;Li, Xiaoyong;Huang, Daochao;Zhou, Weihui;Li, Tingyu;Song, Weihong",Song,Weihong,7401655359,Learning Memory & Dementias,4,3,0,3,1,0
5931,Upregulation of SET Expression by BACE1 and its Implications in Down Syndrome,2-s2.0-84939883609,2015,"Zhang, Xiaozhu;Wu, Yili;Duan, Xiaoling;Chen, Wei;Zou, Haiyan;Zhang, Mingming;Zhang, Shuting;Cai, Fang;Song, Weihong",Song,Weihong,7401655359,Learning Memory & Dementias,0,0,0,0,0,0
5932,Hypoxia Signaling Regulates Macrophage Migration Inhibitory Factor (MIF) Expression in Stroke,2-s2.0-84939881144,2015,"Zis, Odysseus;Zhang, Si;Dorovini-Zis, Katerina;Wang, Lijuan;Song, Weihong",Song,Weihong,7401655359,Learning Memory & Dementias,6,8,2,1,6,5
5933,Microarray expression profiling of dysregulated long non-coding RNAs in triple-negative breast cancer,2-s2.0-84943645161,2015,"Chen, Chen;Li, Zhilu;Yang, Yuan;Xiang, Tingxiu;Song, Weihong;Liu, Shengchun",Song,Weihong,7401655359,Learning Memory & Dementias,14,11,11,9,5,1
5934,Long-term potentiation decay and memory loss are mediated by AMPAR endocytosis,2-s2.0-84920434785,2015,"Dong, Zhifang;Han, Huili;Li, Hongjie;Bai, Yanrui;Wang, Wei;Tu, Man;Peng, Yan;Zhou, Limin;He, Wenting;Wu, Xiaobin;Tan, Tao;Liu, Mingjing;Wu, Xiaoyan;Zhou, Weihui;Jin, Wuyang;Zhang, Shu;Sacktor, Todd Charlton;Li, Tingyu;Song, Weihong;Wang, Yu Tian",Song,Weihong,7401655359,Learning Memory & Dementias,20,16,8,19,12,7
5935,Amyloid-β precursor protein facilitates the regulator of calcineurin 1-mediated apoptosis by downregulating proteasome subunit α type-5 and proteasome subunit β type-7,2-s2.0-84920373529,2015,"Wu, Yili;Deng, Yu;Zhang, Shuting;Luo, Yawen;Cai, Fang;Zhang, Zhuohua;Zhou, Weihui;Li, Tingyu;Song, Weihong",Song,Weihong,7401655359,Learning Memory & Dementias,2,8,1,3,4,2
5936,Overexpression of ubiquitin carboxyl-terminal hydrolase L1 (UCHL1) delays Alzheimer's progression in vivo,2-s2.0-84946590579,2014,"Zhang, Mingming;Cai, Fang;Zhang, Shuting;Zhang, Si;Song, Weihong",Song,Weihong,7401655359,Learning Memory & Dementias,13,6,14,13,9,7
5937,Aberrant Expression of RCAN1 in Alzheimer’s Pathogenesis: A New Molecular Mechanism and a Novel Drug Target,2-s2.0-84936746550,2014,"Wu, Yili;Ly, Philip T.T.;Song, Weihong",Song,Weihong,7401655359,Learning Memory & Dementias,2,6,4,2,5,1
5938,Two novel DNA motifs are essential for BACE1 gene transcription,2-s2.0-84925602837,2014,"Xiang, Yan;Meng, Shasha;Wang, Jinfeng;Li, Songyang;Liu, Jingru;Li, Hongmei;Li, Tingyu;Song, Weihong;Zhou, Weihui",Song,Weihong,7401655359,Learning Memory & Dementias,1,2,1,1,0,0
5939,Down-regulation of MIF by NFκB under hypoxia accelerated neuronal loss during stroke,2-s2.0-84907710316,2014,"Zhang, Si;Zis, Odysseus;Ly, Philip T.T.;Wu, Yili;Zhang, Shuting;Zhang, Mingming;Cai, Fang;Bucala, Richard;Shyu, Woei Cherng;Song, Weihong",Song,Weihong,7401655359,Learning Memory & Dementias,5,6,3,2,7,4
5940,Expression of tmp21 in normal adult human tissues,2-s2.0-84907812404,2014,"Xie, Jian;Yang, Yuan;Li, Jianbo;Hou, Jing;Xia, Kun;Song, Weihong;Liu, Shengchun",Song,Weihong,7401655359,Learning Memory & Dementias,1,3,1,1,0,1
5941,5-Mehtyltetrahydrofolate rescues alcohol-induced neural crest cell migration abnormalities,2-s2.0-84908164961,2014,"Shi, Yu;Li, Jiejing;Chen, Chunjiang;Gong, Manzi;Chen, Yuan;Liu, Youxue;Chen, Jie;Li, Tingyu;Song, Weihong",Song,Weihong,7401655359,Learning Memory & Dementias,2,0,1,3,2,2
5942,Upregulation of human PINK1 gene expression by NFκB signalling,2-s2.0-84906927371,2014,"Duan, Xiaoling;Tong, Jade;Xu, Qin;Wu, Yili;Cai, Fang;Li, Tingyu;Song, Weihong",Song,Weihong,7401655359,Learning Memory & Dementias,2,0,2,3,4,1
5943,Oxidative stress and Alzheimer's disease,2-s2.0-84949178279,2014,"Wu, Yili;Xu, Qin;Song, Weihong",Song,Weihong,7401655359,Learning Memory & Dementias,1,2,1,1,0,0
5944,RCAN1 overexpression exacerbates calcium overloading-induced neuronal apoptosis,2-s2.0-84899671123,2014,"Sun, Xiulian;Wu, Yili;Herculano, Bruno;Song, Weihong",Song,Weihong,7401655359,Learning Memory & Dementias,4,6,6,3,3,0
5945,Regulator of calcineurin 1 gene transcription is regulated by nuclear factor-kappaB,2-s2.0-84897422685,2014,"Zheng, Lanlan;Liu, Heng;Wang, Pin;Song, Weihong;Sun, Xiulian",Song,Weihong,7401655359,Learning Memory & Dementias,4,2,2,1,2,0
5946,Transcriptional regulation of human USP24 gene expression by NF-kappa B,2-s2.0-84895928658,2014,"Wang, Ke;Liu, Shengchun;Wang, Juelu;Wu, Yili;Cai, Fang;Song, Weihong",Song,Weihong,7401655359,Learning Memory & Dementias,1,1,0,0,0,2
5947,The role of APP and BACE1 trafficking in APP processing and amyloid-β generation,2-s2.0-84887928967,2013,"Zhang, Xiaojie;Song, Weihong",Song,Weihong,7401655359,Learning Memory & Dementias,16,9,11,6,21,15
5948,Molecular links between Alzheimer's disease and diabetes mellitus,2-s2.0-84883733870,2013,"Yang, Y.;Song, W.",Song,Weihong,7401655359,Learning Memory & Dementias,17,18,11,15,12,8
5949,High Glucose Promotes Aβ Production by Inhibiting APP Degradation,2-s2.0-84880715461,2013,"Yang, Yi;Wu, Yili;Zhang, Shuting;Song, Weihong",Song,Weihong,7401655359,Learning Memory & Dementias,8,9,6,5,4,6
5950,Biological function of Presenilin and its role in AD pathogenesis,2-s2.0-84883602068,2013,"Zhang, Shuting;Zhang, Mingming;Cai, Fang;Song, Weihong",Song,Weihong,7401655359,Learning Memory & Dementias,6,6,7,7,8,6
5951,BACE2 degradation mediated by the macroautophagy-lysosome pathway,2-s2.0-84879232227,2013,"Liu, Xi;Wang, Zhe;Wu, Yili;Wang, Jianping;Song, Weihong",Song,Weihong,7401655359,Learning Memory & Dementias,1,2,3,3,1,4
5952,"Amyloid-β protein (Aβ) Glu11 is the major β-secretase site of β-site amyloid-β precursor protein-cleaving enzyme 1(BACE1), and shifting the cleavage site to Aβ Asp1 contributes to Alzheimer pathogenesis",2-s2.0-84879218180,2013,"Deng, Yu;Wang, Zhe;Wang, Ruitao;Zhang, Xiaozhu;Zhang, Shuting;Wu, Yili;Staufenbiel, Matthias;Cai, Fang;Song, Weihong",Song,Weihong,7401655359,Learning Memory & Dementias,6,9,7,5,9,6
5953,Valproic acid attenuates neuronal loss in the brain of APP/PS1 double transgenic Alzheimer's disease mice model,2-s2.0-84876872086,2013,"Long, Zhimin;Zheng, Min;Zhao, Lei;Xie, Peng;Song, Cong;Chu, Yalan;Song, Weihong;He, Guiqiong",Song,Weihong,7401655359,Learning Memory & Dementias,2,3,2,4,4,0
5954,Targeting nascent soluble Aβ42 for potential Alzheimer drug development,2-s2.0-84876688192,2013,"Zhang, Mingming;Hausmann, Laura;Song, Weihong",Song,Weihong,7401655359,Learning Memory & Dementias,0,1,0,1,0,0
5955,Inhibition of GSK3β-mediated BACE1 expression reduces Alzheimer-associated phenotypes,2-s2.0-84873802341,2013,"Ly, Philip T.T.;Wu, Yili;Zou, Haiyan;Wang, Ruitao;Zhou, Weihui;Kinoshita, Ayae;Zhang, Mingming;Yang, Yi;Cai, Fang;Woodgett, James;Song, Weihong",Song,Weihong,7401655359,Learning Memory & Dementias,19,31,29,34,34,26
5956,Regulation of RCAN1 translation and its role in oxidative stress-induced apoptosis,2-s2.0-84871901624,2013,"Wu, Yili;Song, Weihong",Song,Weihong,7401655359,Learning Memory & Dementias,6,8,5,2,7,1
5957,Prognostic relevance of gait-related cognitive functions for dementia conversion in amnestic mild cognitive impairment,2-s2.0-85166286562,2023,"Tuena, Cosimo;Maestri, Sara;Serino, Silvia;Pedroli, Elisa;Stramba-Badiale, Marco;Riva, Giuseppe;Silbert, Lisa C.;Lind, Betty;Crissey, Rachel;Kaye, Jeffrey A.;Carter, Raina;Dolen, Sara;Quinn, Joseph;Schneider, Lon S.;Pawluczyk, Sonia;Becerra, Mauricio;Teodoro, Liberty;Dagerman, Karen;Spann, Bryan M.;Brewer, James;Fleisher, Adam;Vanderswag, Helen;Ziolkowski, Jaimie;Heidebrink, Judith L.;Zbizek-Nulph, Lisa;Lord, Joanne L.;Albers, Colleen S.;Petersen, Ronald;Mason, Sara S.;Knopman, David;Johnson, Kris;Villanueva-Meyer, Javier;Pavlik, Valory;Pacini, Nathaniel;Lamb, Ashley;Kass, Joseph S.;Doody, Rachelle S.;Shibley, Victoria;Chowdhury, Munir;Rountree, Susan;Dang, Mimi;Stern, Yaakov;Honig, Lawrence S.;Mintz, Akiva;Ances, Beau;Morris, John C.;Winkfield, David;Carroll, Maria;Stobbs-Cucchi, Georgia;Oliver, Angela;Creech, Mary L.;Mintun, Mark A.;Schneider, Stacy;Geldmacher, David;Love, Marissa Natelson;Griffith, Randall;Clark, David;Brockington, John;Marson, Daniel;Grossman, Hillel;Goldstein, Martin A.;Greenberg, Jonathan;Mitsis, Effie;Shah, Raj C.;Lamar, Melissa;Samuels, Patricia;Duara, Ranjan;Greig-Custo, Maria T.;Rodriguez, Rosemarie;Albert, Marilyn;Onyike, Chiadi;Farrington, Leonie;Rudow, Scott;Brichko, Rottislav;Kielb, Stephanie;Smith, Amanda;Raj, Balebail Ashok;Fargher, Kristin;Sadowski, Martin;Wisniewski, Thomas;Shulman, Melanie;Faustin, Arline;Rao, Julia;Castro, Karen M.;Ulysse, Anaztasia;Chen, Shannon;Doraiswamy, P. Murali;Petrella, Jeffrey R.;James, Olga;Wong, Terence Z.;Borges-Neto, Salvador;Karlawish, Jason H.;Wolk, David A.;Vaishnavi, Sanjeev;Clark, Christopher M.;Arnold, Steven E.;Smith, Charles D.;Jicha, Gregory A.;Khouli, Riham El;Raslau, Flavius D.",Sossi,Vesna,56276238300,Sensory Motor Systems & Movement Disorders,0,0,0,0,0,0
