,title,eid,publication year,authors,last name,first name,member id
203,The Scleroderma Patient-centered Intervention Network Self-Management (SPIN-SELF) Program: protocol for a two-arm parallel partially nested randomized controlled feasibility trial with progression to full-scale trial,2-s2.0-85122276353,2021,"Nordlund, Julia;Henry, Richard S.;Kwakkenbos, Linda;Carrier, Marie Eve;Levis, Brooke;Nielson, Warren R.;Bartlett, Susan J.;Dyas, Laura;Tao, Lydia;Fedoruk, Claire;Nielsen, Karen;Hudson, Marie;Pope, Janet;Frech, Tracy;Gholizadeh, Shadi;Johnson, Sindhu R.;Piotrowski, Pamela;Jewett, Lisa R.;Gordon, Jessica;Chung, Lorinda;Bilsker, Dan;Levis, Alexander W.;Turner, Kimberly A.;Cumin, Julie;Welling, Joep;Fortuné, Catherine;Leite, Catarina;Gottesman, Karen;Sauve, Maureen;Rodríguez-Reyna, Tatiana Sofía;Larche, Maggie;van Breda, Ward;Suarez-Almazor, Maria E.;Wurz, Amanda;Culos-Reed, Nicole;Malcarne, Vanessa L.;Mayes, Maureen D.;Boutron, Isabelle;Mouthon, Luc;Benedetti, Andrea;Thombs, Brett D.;Riggs, Robert;Assassi, Shervin;El-Baalbaki, Ghassan;Ells, Carolyn;van den Ende, Cornelia;Fligelstone, Kim;Gietzen, Amy;Guillot, Geneviève;Harel, Daphna;Hinchcliff, Monique;Nguyen, Christelle;Rannou, François;Richard, Michelle;Schouffoer, Anne A.;Agard, Christian;Abdallah, Nassim Ait;Albert, Alexandra;André, Marc;Bernstein, Elana J.;Berthier, Sabine;Bissonnette, Lyne;Bruns, Alessandra;Carreira, Patricia;Casadevall, Marion;Chaigne, Benjamin;Correia, Chase;Crichi, Benjamin;Denton, Christopher;Domsic, Robyn;Dunne, James V.;Dunogue, Bertrand;Fare, Regina;Farge-Bancel, Dominique;Fortin, Paul R.;Granel-Rey, Brigitte;Gyger, Genevieve;Hachulla, Eric;Herrick, Ariane L.;Hoa, Sabrina;Ikic, Alena;Jones, Niall;Kafaja, Suzanne;Khalidi, Nader;Lambert, Marc;Launay, David;Maillard, Hélène;Maltez, Nancy;Manning, Joanne;Marie, Isabelle;Martin, Maria;Martin, Thierry;Masetto, Ariel;Maurier, François;Mekinian, Arsene;Melchor, Sheila;Nikpour, Mandana;Olagne, Louis;Poindron, Vincent;Proudman, Susanna",Bilsker,Dan,57203574310
204,The scleroderma patient-centered intervention network self-management program: Protocol for a randomized feasibility trial,2-s2.0-85084396481,2020,"Carrier, Marie Eve;Kwakkenbos, Linda;Nielson, Warren R.;Fedoruk, Claire;Nielsen, Karen;Milette, Katherine;Pope, Janet;Frech, Tracy;Gholizadeh, Shadi;Hummers, Laura;Johnson, Sindhu R.;Piotrowski, Pamela;Jewett, Lisa;Gordon, Jessica;Chung, Lorinda;Bilsker, Dan;Turner, Kimberly A.;Cumin, Julie;Welling, Joep;Fortune, Catherine;Leite, Catarina;Gottesman, Karen;Sauve, Maureen;Rodríguez-Reyna, Tatiana S.;Hudson, Marie;Larche, Maggie;van Breda, Ward;Suarez-Almazor, Maria E.;Bartlett, Susan J.;Malcarne, Vanessa L.;Mayes, Maureen D.;Boutron, Isabelle;Mouthon, Luc;Wigley, Fredrick;Thombs, Brett D.",Bilsker,Dan,57203574310
205,Basic dimensions of resilient coping in paramedics and dispatchers,2-s2.0-85089348948,2019,"Bilsker, Dan;Gilbert, Merv;Alden, Lynn;Sochting, Ingrid;Khalis, Adri",Bilsker,Dan,57203574310
206,Critical Issues in Men’s Mental Health,2-s2.0-85052296965,2018,"Bilsker, Dan;Fogarty, Andrea S.;Wakefield, Matthew A.",Bilsker,Dan,57203574310
207,Feasibility and impact of brief interventions for frequent cannabis users in Canada,2-s2.0-84870248595,2013,"Fischer, Benedikt;Dawe, Meghan;McGuire, Fraser;Shuper, Paul A.;Capler, Rielle;Bilsker, Dan;Jones, Wayne;Taylor, Benjamin;Rudzinski, Katherine;Rehm, Jürgen",Bilsker,Dan,57203574310
208,Can the relationship between overweight/obesity and sleep quality be explained by affect and behaviour?,2-s2.0-85134654176,2022,"Eid, S. W.;Brown, R. F.;Maloney, S. K.;Birmingham, C. L.",Birmingham,Carl Laird,7005293592
209,"A comparison of physical activity levels, sleep disrupting behavior, and stress/affective distress as predictors of sleep as indexed by actigraphy",2-s2.0-85112297521,2021,"Eid, Shireen W.;Brown, Rhonda F.;Birmingham, Carl L.;Maloney, Shane K.",Birmingham,Carl Laird,7005293592
210,Rumination Disorder,2-s2.0-85153652820,2021,"Birmingham, C. Laird",Birmingham,Carl Laird,7005293592
211,Editorial: New Perspectives to Unlock the Current Impasse in Treating Anorexia Nervosa,2-s2.0-85080921342,2020,"Gutierrez, Emilio;Birmingham, C. Laird",Birmingham,Carl Laird,7005293592
212,Pilot study: is the fear response the same in anorexia nervosa as in controls?,2-s2.0-85043701150,2020,"Birmingham, C. Laird;Sidhu, Shelley;Anderson, John",Birmingham,Carl Laird,7005293592
213,Anorexia nervosa: Methods of treatment,2-s2.0-85079914638,2019,"Goldner, Elliot M.;Birmingham, C. Laird",Birmingham,Carl Laird,7005293592
214,"Can body temperature dysregulation explain the co-occurrence between overweight/obesity, sleep impairment, late-night eating, and a sedentary lifestyle?",2-s2.0-85034081957,2017,"Brown, Rhonda F.;Thorsteinsson, Einar B.;Smithson, Michael;Birmingham, C. Laird;Aljarallah, Hessah;Nolan, Christopher",Birmingham,Carl Laird,7005293592
215,Climate might be considered as a risk factor for anorexia nervosa? A hypothesis worth another look,2-s2.0-84879486889,2013,"Gutierrez, Emilio;Carrera, Olaia;Vazquez, Reyes;Birmingham, C. Laird",Birmingham,Carl Laird,7005293592
216,Physical effects of eating disorders,2-s2.0-84920596977,2013,"Birmingham, C. Laird",Birmingham,Carl Laird,7005293592
217,Measuring Mental Health Crises During the COVID-19 Pandemic-The Importance of Specific and Comprehensive Data Reporting,2-s2.0-85164282374,2023,"Black, Tyler R.",Black,Tyler R.,56603764900
218,"Response to Rejoinders: The importance of balanced, clear, and specific science communication",2-s2.0-85160310590,2023,"Virk, Punit;Woodward, Melissa L.;Doan, Quynh;Black, Tyler R.",Black,Tyler R.,56603764900
219,"Commentary: School closures, the pandemic, and pediatric mental health: Scrutinizing the evidence",2-s2.0-85160293330,2023,"Black, Tyler R.;Virk, Punit;Woodward, Melissa L.;Stea, Jonathan N.;Doan, Quynh",Black,Tyler R.,56603764900
220,Evaluating the psychosocial status of BC children and youth during the COVID-19 pandemic: A MyHEARTSMAP cross-sectional study,2-s2.0-85151388396,2023,"Woodward, Melissa L.;Hossain, Abrar;Chun, Alaina;Liu, Cindy;Kilyk, Kaitlyn;Bone, Jeffrey N.;Meckler, Garth;Black, Tyler;Stewart, S. Evelyn;Samji, Hasina;Barbic, Skye;Doan, Quynh",Black,Tyler R.,56603764900
221,Phrenology and neuroscience,2-s2.0-85143694812,2022,"Stea, Jonathan N.;Black, Tyler R.;Domenico, Stefano I.Di",Black,Tyler R.,56603764900
222,"Youth mental health-related presentations at a quaternary centre: Who comes, What are their needs, and Can we meet their needs",2-s2.0-85135287847,2022,"Lee, Alison;Davidson, Jana;Black, Tyler;Kim, Grace G.;Doan, Quynh",Black,Tyler R.,56603764900
223,Utility of MyHEARTSMAP in Youth Presenting to the Emergency Department with Mental Health Concerns,2-s2.0-85105715486,2021,"Li, Brian C.M.;Wright, Bruce;Black, Tyler;Newton, Amanda S.;Doan, Quynh",Black,Tyler R.,56603764900
224,Outcome of pediatric emergency mental health visits: Incidence and timing of suicide,2-s2.0-85085533191,2020,"Lee, Joshua;Black, Tyler;Meckler, Garth;Doan, Quynh",Black,Tyler R.,56603764900
225,Utility of MyHEARTSMAP for Universal Psychosocial Screening in the Emergency Department,2-s2.0-85079841876,2020,"Doan, Quynh;Wright, Bruce;Atwal, Amanbir;Hankinson, Elizabeth;Virk, Punit;Azizi, Hawmid;Stenstrom, Rob;Black, Tyler;Gokiert, Rebecca;Newton, Amanda S.",Black,Tyler R.,56603764900
226,"Provincial dissemination of HEARTSMAP, an emergency department psychosocial assessment and disposition decision tool for children and youth",2-s2.0-85073350027,2019,"Koopmans, Erica;Black, Tyler;Newton, Amanda;Dhugga, Gurm;Karduri, Naveen;Doan, Quynh",Black,Tyler R.,56603764900
227,"MyHEARTSMAP: development and evaluation of a psychosocial self-assessment tool, for and by youth",2-s2.0-85073041743,2019,"Virk, Punit;Laskin, Samara;Gokiert, Rebecca;Richardson, Chris;Newton, Mandi;Stenstrom, Rob;Wright, Bruce;Black, Tyler;Doan, Quynh",Black,Tyler R.,56603764900
228,A psychosocial assessment and management tool for children and youth in crisis,2-s2.0-85060613573,2019,"Lee, Alison;Deevska, Mariana;Stillwell, Karly;Black, Tyler;Meckler, Garth;Park, David;Eslami, Ali;Doan, Quynh",Black,Tyler R.,56603764900
229,Reliability of HEARTSMAP as a Tool for Evaluating Psychosocial Assessment Documentation Practices in Emergency Departments for Pediatric Mental Health Complaints,2-s2.0-85052831247,2018,"Gill, Carson;Arnold, Brendan;Nugent, Sean;Rajwani, Alykhan;Xu, Michael;Black, Tyler;Doan, Quynh",Black,Tyler R.,56603764900
230,In Reply:,2-s2.0-85052793629,2018,"Gill, Carson;Arnold, Brendan;Nugent, Sean;Rajwani, Alykhan;Xu, Michael;Black, Tyler;Doan, Quynh",Black,Tyler R.,56603764900
231,Trends in Pediatric Emergency Department Utilization for Mental Health-Related Visits,2-s2.0-84939543954,2015,"Mapelli, Elisa;Black, Tyler;Doan, Quynh",Black,Tyler R.,56603764900
232,Therapeutic Drug Levels of Second Generation Antipsychotics in Youth: A Systematic Review,2-s2.0-84928311270,2015,"Whitney, Zachary;Boyda, Heidi N.;Procyshyn, Ric M.;Elbe, Dean;Black, Tyler;Eslami, Ali;Barr, Alasdair M.",Black,Tyler R.,56603764900
233,Early Clinical Exposure to Geriatric Psychiatry and Medical Students’ Interest in Caring for Older Adults: A Randomized Controlled Trial,2-s2.0-85063734162,2019,"Pokrzywko, Klara;Torres-Platas, Susana Gabriela;Abdool, Petal S.;Nassim, Marouane;Semeniuk, Trent;Moussa, Yara;Moussaoui, Ghizlane;Leon, Chloe;Baici, Wayne;Wilkins-Ho, Michael;Blackburn, Paul;Friedland, Jess;Nair, N. P.Vasavan;Looper, Karl;Segal, Marilyn;Woo, Tricia;Bruneau, Marie Andrée;Rajji, Tarek K.;Rej, Soham",Blackburn,Paul,57193806244
234,Depression in older adults: Diagnosis and management,2-s2.0-85016758476,2017,"Blackburn, Paul;Wilkins-Ho, Michael;Wiese, Bonnie S.",Blackburn,Paul,57193806244
235,Causal pathways to social and occupational functioning in the first episode of schizophrenia: Uncovering unmet treatment needs,2-s2.0-85117104847,2023,"Miley, Kathleen;Meyer-Kalos, Piper;Ma, Sisi;Bond, David J.;Kummerfeld, Erich;Vinogradov, Sophia",Bond,David J.,14055349400
236,Comparison of Demographic and Clinical Features of Bipolar Disorder in Persons of African and European Ancestry,2-s2.0-85123255394,2023,"Taylor-Desir, Monica J.;Balls-Berry, Joyce E.;McElroy, Susan L.;Bond, David J.;Vallender, Eric J.;Ladner, Mark;Coombes, Brandon J.;Jackson, Linsey;Arceo, Danielle;Caples, Felicia V.;Colby, Colin;Patten, Christi A.;Biernacka, Joanna M.;Frye, Mark A.",Bond,David J.,14055349400
237,"Case 34. Hard to Diagnose, Hard to Treat",2-s2.0-85169399616,2023,"Akingbola, Akinbolaji;Bond, David J.;Pusalavidyasagar, Snigdha",Bond,David J.,14055349400
238,Duration of Adjunctive Antidepressant Maintenance in Bipolar I Depression,2-s2.0-85166109122,2023,"Yatham, Lakshmi N.;Arumugham, Shyam Sundar;Kesavan, Muralidharan;Ramachandran, Kanchana;Murthy, Nithyananda S.;Saraf, Gayatri;Ouyang, Yongdong;Bond, David J.;Schaffer, Ayal;Ravindran, Arun;Ravindran, Nisha;Frey, Benicio N.;Daigneault, Andrée;Beaulieu, Serge;Lam, Raymond W.;Kondapuram, Nithin;Reddy, M. S.;Bhandary, R. P.;Ashok, Mysore V.;Ha, Kyooseob;Ahn, Yong Min;Milev, Roumen;Wong, Hubert;Reddy, Y. C.Janardhan",Bond,David J.,14055349400
239,Association of total peripheral inflammation with lower frontal and temporal lobe volumes in early-stage bipolar disorder: A proof-of-concept study,2-s2.0-85138618122,2022,"Bond, David J.;Andreazza, Ana C.;Torres, Ivan J.;Honer, William G.;Lam, Raymond W.;Yatham, Lakshmi N.",Bond,David J.,14055349400
240,Weight gain as a risk factor for progressive neurochemical abnormalities in first episode mania patients: a longitudinal magnetic resonance spectroscopy study,2-s2.0-85102430241,2022,"Bond, David J.;Silveira, Leonardo E.;Torres, Ivan J.;Lam, Raymond W.;Yatham, Lakshmi N.",Bond,David J.,14055349400
241,Quantification of diet quality utilizing the rapid eating assessment for participants-shortened version in bipolar disorder: Implications for prospective depression and cardiometabolic studies,2-s2.0-85129962850,2022,"Gardea-Resendez, Manuel;Winham, Stacey J.;Romo-Nava, Francisco;Cuellar-Barboza, Alfredo;Clark, Matthew M.;Andreazza, Ana Cristina;Cabello-Arreola, Alejandra;Veldic, Marin;Bond, David J.;Singh, Balwinder;Prieto, Miguel L.;Nunez, Nicolas A.;Betcher, Hannah;Moore, Katherine M.;Blom, Thomas;Colby, Colin;Pendegraft, Richard S.;Kelpin, Sydney S.;Ozerdem, Aysegul;Miola, Alessandro;De Filippis, Eleanna;Biernacka, Joanna M.;McElroy, Susan L.;Frye, Mark A.",Bond,David J.,14055349400
242,Expert consensus recommendations on the use of randomized clinical trials for drug approval in psychiatry- comparing trial designs,2-s2.0-85132424534,2022,"Similon, Miriam von Mücke;Paasche, Cecilia;Krol, Fas;Lerer, Bernard;Goodwin, Guy M.;Berk, Michael;Meyer-Lindenberg, Andreas;Ketter, Terence A.;Yatham, Lakshmi N.;Goldberg, Joseph F.;Malhi, Gin S.;El-Mallakh, Rif;Licht, Rasmus W.;Young, Allan H.;Kapczinski, Flavio;Swartz, Marnina;Hagin, Michal;Torrent, Carla;Serretti, Alessandro;Yildiz, Ayşegül;Martínez-Arán, Anabel;Strejilevich, Sergio;Rybakowski, Janusz;Sani, Gabriele;Grunze, Heinz;Vázquez, Gustavo;Pinto, Ana Gonzales;Azorin, Jean Michel;Nolen, Willem;Sentissi, Othman;López-Jaramillo, Carlos;Frey, Benicio N.;Nierenberg, Andrew;Parker, Gordon;Bond, David J.;Cohen, Adam;Tortorella, Alfonso;Perugi, Giulio;Vieta, Eduard;Popovic, Dina",Bond,David J.,14055349400
243,Differences in perceived life stress in bipolar I and II disorder: Implications for future epigenetic quantification,2-s2.0-85129913244,2022,"Grzenda, Adrienne;Veldic, Marin;Jia, Yun Fang;McElroy, Susan L.;Bond, David J.;Geske, Jennifer R.;Ozerdem, Aysegul;Singh, Balwinder;Biernacka, Joanna M.;Choi, Doo Sup;Frye, Mark A.",Bond,David J.,14055349400
244,Clinical and Genetic Correlates of Bipolar Disorder With Childhood-Onset Attention Deficit Disorder,2-s2.0-85129000840,2022,"Nunez, Nicolas A.;Coombes, Brandon J.;Romo-Nava, Francisco;Bond, David J.;Vande Voort, Jennifer;Croarkin, Paul E.;Leibman, Nicole;Gardea Resendez, Manuel;Veldic, Marin;Betcher, Hannah;Singh, Balwinder;Colby, Colin;Cuellar-Barboza, Alfredo;Prieto, Miguel;Moore, Katherine M.;Ozerdem, Aysegul;McElroy, Susan L.;Frye, Mark A.;Biernacka, Joanna M.",Bond,David J.,14055349400
245,Clinical Phenotype of Tardive Dyskinesia in Bipolar Disorder,2-s2.0-85125552800,2022,"Gardea-Resendez, Manuel;Taylor-Desir, Monica J.;Romo-Nava, Francisco;Bond, David;Vallender, Eric J.;Cuellar-Barboza, Alfredo B.;Prieto, Miguel L.;Nunez, Nicolas;Veldic, Marin;Ozerdem, Aysegul;Singh, Balwinder;Markota, Matej;Colby, Colin L.;Coombes, Brandon J.;Biernacka, Joanna M.;McElroy, Susan L.;Frye, Mark A.",Bond,David J.,14055349400
246,Canadian Network for Mood and Anxiety Treatments (CANMAT) and International Society for Bipolar Disorders (ISBD) recommendations for the management of patients with bipolar disorder with mixed presentations,2-s2.0-85112780954,2021,"Yatham, Lakshmi N.;Chakrabarty, Trisha;Bond, David J.;Schaffer, Ayal;Beaulieu, Serge;Parikh, Sagar V.;McIntyre, Roger S.;Milev, Roumen V.;Alda, Martin;Vazquez, Gustavo;Ravindran, Arun V.;Frey, Benicio N.;Sharma, Verinder;Goldstein, Benjamin I.;Rej, Soham;O’Donovan, Claire;Tourjman, Valerie;Kozicky, Jan Marie;Kauer-Sant’Anna, Marcia;Malhi, Gin;Suppes, Trisha;Vieta, Eduard;Kapczinski, Flavio;Kanba, Shigenobu;Lam, Raymond W.;Kennedy, Sidney H.;Calabrese, Joseph;Berk, Michael;Post, Robert",Bond,David J.,14055349400
247,Consensus on nomenclature for clinical staging models in bipolar disorder: A narrative review from the International Society for Bipolar Disorders (ISBD) Staging Task Force,2-s2.0-85111007098,2021,"Kupka, Ralph;Duffy, Anne;Scott, Jan;Almeida, Jorge;Balanzá-Martínez, Vicent;Birmaher, Boris;Bond, David J.;Brietzke, Elisa;Chendo, Ines;Frey, Benicio N.;Grande, Iria;Hafeman, Danella;Hajek, Tomas;Hillegers, Manon;Kauer-Sant’Anna, Marcia;Mansur, Rodrigo B.;van der Markt, Afra;Post, Robert;Tohen, Mauricio;Tremain, Hailey;Vazquez, Gustavo;Vieta, Eduard;Yatham, Lakshmi N.;Berk, Michael;Alda, Martin;Kapczinski, Flávio",Bond,David J.,14055349400
248,"The safety and efficacy of microbial ecosystem therapeutic-2 in people with major depression: Protocol for a phase 2, double-blind, placebo-controlled study",2-s2.0-85115911302,2021,"Meyyappan, Arthi Chinna;Sgarbossa, Cassandra;Vazquez, Gustavo;Bond, David J.;Müller, Daniel J.;Milev, Roumen",Bond,David J.,14055349400
249,Call to action regarding the vascular-bipolar link: A report from the Vascular Task Force of the International Society for Bipolar Disorders,2-s2.0-85086049243,2020,"Goldstein, Benjamin I.;Baune, Bernhard T.;Bond, David J.;Chen, Pao Huan;Eyler, Lisa;Fagiolini, Andrea;Gomes, Fabiano;Hajek, Tomas;Hatch, Jessica;McElroy, Susan L.;McIntyre, Roger S.;Prieto, Miguel;Sylvia, Louisa G.;Tsai, Shang Ying;Kcomt, Andrew;Fiedorowicz, Jess G.",Bond,David J.,14055349400
250,"Serum epidermal growth factor, clinical illness course, and limbic brain volumes in early-stage bipolar disorder",2-s2.0-85082698983,2020,"Bond, David J.;Torres, Ivan J.;Lam, Raymond W.;Yatham, Lakshmi N.",Bond,David J.,14055349400
251,Burden of Depression in Outpatient HIV-Infected adults in Sub-Saharan Africa; Systematic Review and Meta-analysis,2-s2.0-85075121010,2020,"Lofgren, S. M.;Bond, D. J.;Nakasujja, N.;Boulware, D. R.",Bond,David J.,14055349400
252,Association of Cytomegalovirus and Toxoplasma gondii Antibody Titers with Bipolar Disorder,2-s2.0-85072372282,2019,"Frye, Mark A.;Coombes, Brandon J.;McElroy, Susan L.;Jones-Brando, Lori;Bond, David J.;Veldic, Marin;Romo-Nava, Francisco;Bobo, William V.;Singh, Balwinder;Colby, Colin;Skime, Michelle K.;Biernacka, Joanna M.;Yolken, Robert",Bond,David J.,14055349400
253,Genetic variant in SLC1A2 is associated with elevated anterior cingulate cortex glutamate and lifetime history of rapid cycling,2-s2.0-85066120145,2019,"Veldic, Marin;Millischer, Vincent;Port, John D.;Ho, Ada Man Choi;Jia, Yun Fang;Geske, Jennifer R.;Biernacka, Joanna M.;Backlund, Lena;McElroy, Susan L.;Bond, David J.;Villaescusa, J. Carlos;Skime, Michelle;Choi, Doo Sup;Lavebratt, Catharina;Schalling, Martin;Frye, Mark A.",Bond,David J.,14055349400
254,"Investigating the complex relationship between bipolarity and obesity: “Not because it is easy, but because it is hard”",2-s2.0-85055531569,2019,"Bond, David J.",Bond,David J.,14055349400
255,Inflammatory cytokines and cognitive functioning in early-stage bipolar I disorder,2-s2.0-85056463548,2019,"Chakrabarty, Trisha;Torres, Ivan J.;Bond, David J.;Yatham, Lakshmi N.",Bond,David J.,14055349400
256,Weight gain as a predictor of frontal and temporal lobe volume loss in bipolar disorder: A prospective MRI study,2-s2.0-85057880941,2019,"Bond, David J.;Su, Wayne;Honer, William G.;Dhanoa, Taj;Batres-y-Carr, Tegan;Lee, Susanne S.;Torres, Ivan J.;Lam, Raymond W.;Yatham, Lakshmi N.",Bond,David J.,14055349400
257,Mood Stabilisers in the Treatment of Bipolar II Disorder,2-s2.0-85134997842,2019,"Bond, David J.;Hadjipavlou, George;Yatham, Lakshmi N.",Bond,David J.,14055349400
258,"Bipolar II Disorder in Context: A Review of Its Epidemiology, Disability and Economic Burden",2-s2.0-85110122182,2019,"Chakrabarty, Trisha;Hadjipavlou, George;Bond, David J.;Yatham, Lakshmi N.",Bond,David J.,14055349400
259,"Revising Diagnostic and Statistical Manual of Mental Disorders, Fifth Edition, criteria for the bipolar disorders: Phase I of the AREDOC project",2-s2.0-85058106029,2018,"Parker, Gordon;Tavella, Gabriela;Macqueen, Glenda;Berk, Michael;Grunze, Heinz;Deckersbach, Thilo;Dunner, David L.;Sajatovic, Martha;Amsterdam, Jay D.;Ketter, Terence A.;Yatham, Lakshmi N.;Kessing, Lars Vedel;Bassett, Darryl;Zimmerman, Mark;Fountoulakis, Kostas N.;Duffy, Anne;Alda, Martin;Calkin, Cynthia;Sharma, Verinder;Anand, Amit;Singh, Manpreet K.;Hajek, Tomas;Boyce, Philip;Frey, Benicio N.;Castle, David J.;Young, Allan H.;Vieta, Eduard;Rybakowski, Janusz K.;Swartz, Holly A.;Schaffer, Ayal;Murray, Greg;Bayes, Adam;Lam, Raymond W.;Bora, Emre;Post, Robert M.;Ostacher, Michael J.;Lafer, Beny;Cleare, Anthony J.;Burdick, Katherine E.;O’Donovan, Claire;Ortiz, Abigail;Henry, Chantal;Kanba, Shigenobu;Rosenblat, Joshua D.;Parikh, Sagar V.;Bond, David J.;Grunebaum, Michael F.;Frangou, Sophia;Goldberg, Joseph F.;Orum, Margo;Osser, David N.;Frye, Mark A.;McIntyre, Roger S.;Fagiolini, Andrea;Manicavasagar, Vijaya;Carlson, Gabrielle A.;Malhi, Gin S.",Bond,David J.,14055349400
260,Association of schizophrenia polygenic risk score with manic and depressive psychosis in bipolar disorder,2-s2.0-85053217636,2018,"Markota, Matej;Coombes, Brandon J.;Larrabee, Beth R.;McElroy, Susan L.;Bond, David J.;Veldic, Marin;Colby, Colin L.;Chauhan, Mohit;Cuellar-Barboza, Alfredo B.;Fuentes, Manuel;Kung, Simon;Prieto, Miguel L.;Rummans, Teresa A.;Bobo, William V.;Frye, Mark A.;Biernacka, Joanna M.",Bond,David J.,14055349400
261,Canadian Network for Mood and Anxiety Treatments (CANMAT) and International Society for Bipolar Disorders (ISBD) 2018 guidelines for the management of patients with bipolar disorder,2-s2.0-85043374399,2018,"Yatham, Lakshmi N.;Kennedy, Sidney H.;Parikh, Sagar V.;Schaffer, Ayal;Bond, David J.;Frey, Benicio N.;Sharma, Verinder;Goldstein, Benjamin I.;Rej, Soham;Beaulieu, Serge;Alda, Martin;MacQueen, Glenda;Milev, Roumen V.;Ravindran, Arun;O'Donovan, Claire;McIntosh, Diane;Lam, Raymond W.;Vazquez, Gustavo;Kapczinski, Flavio;McIntyre, Roger S.;Kozicky, Jan;Kanba, Shigenobu;Lafer, Beny;Suppes, Trisha;Calabrese, Joseph R.;Vieta, Eduard;Malhi, Gin;Post, Robert M.;Berk, Michael",Bond,David J.,14055349400
262,A positron emission tomography study of norepinephrine transporter occupancy and its correlation with symptom response in depressed patients treated with quetiapine XR,2-s2.0-85045752989,2018,"Yatham, Lakshmi N.;Sossi, Vesna;Ding, Yu Shin;Vafai, Nasim;Arumugham, Shyam Sundar;Dhanoa, Taj;Lam, Raymond W.;Bond, David J.;Puyat, Joseph H.",Bond,David J.,14055349400
263,Exploring hepsin functional genetic variation association with disease specific protein expression in bipolar disorder: Applications of a proteomic informed genomic approach,2-s2.0-85028694472,2017,"Nassan, Malik;Jia, Yun Fang;Jenkins, Greg;Colby, Colin;Feeder, Scott;Choi, Doo Sup;Veldic, Marin;McElroy, Susan L.;Bond, David J.;Weinshilboum, Richard;Biernacka, Joanna M.;Frye, Mark A.",Bond,David J.,14055349400
264,Assessment of proteomic measures across serious psychiatric illness,2-s2.0-85028008878,2017,"Schulz, S. Charles;Overgaard, Shauna;Bond, David J.;Kaldate, Rajesh",Bond,David J.,14055349400
265,Adjunctive ketamine in electroconvulsive therapy: Updated systematic review and meta-analysis,2-s2.0-85020060427,2017,"McGirr, Alexander;Berlim, Marcelo T.;Bond, David J.;Chan, Peter Y.;Yatham, Lakshmi N.;Lam, Raymond W.",Bond,David J.,14055349400
266,"A longitudinal study of the relationships between mood symptoms, body mass index, and serum adipokines in bipolar disorder",2-s2.0-85018420466,2017,"Bond, David J.;Andreazza, Ana C.;Hughes, John;Dhanoa, Taj;Torres, Ivan J.;Kozicky, Jan Marie;Young, L. Trevor;Lam, Raymond W.;Yatham, Lakshmi N.",Bond,David J.,14055349400
267,Lower cognitive functioning as a predictor of weight gain in bipolar disorder: a 12-month study,2-s2.0-85007170420,2017,"Bond, D. J.;Torres, I. J.;Lee, S. S.;Kozicky, J. M.;Silveira, L. E.;Dhanoa, T.;Lam, R. W.;Yatham, L. N.",Bond,David J.,14055349400
268,Trajectories of body mass index change in first episode of mania: 3-year data from the Systematic Treatment Optimization Program for Early Mania (STOP-EM),2-s2.0-84992489273,2017,"Hu, Chen;Torres, Ivan J.;Qian, Hong;Wong, Hubert;Halli, Priyanka;Dhanoa, Taj;Ahn, Sharon;Wang, Gang;Bond, David J.;Lam, Raymond W.;Yatham, Lakshmi N.",Bond,David J.,14055349400
269,Diagnosis and body mass index effects on hippocampal volumes and neurochemistry in bipolar disorder,2-s2.0-85037554935,2017,"Bond, D. J.;Silveira, L. E.;MacMillan, E. L.;Torres, I. J.;Lang, D. J.;Su, W.;Honer, W. G.;Lam, R. W.;Yatham, L. N.",Bond,David J.,14055349400
270,Hippocampal neurochemical markers in bipolar disorder patients following the first-manic episode: A prospective 12-month proton magnetic resonance spectroscopy study,2-s2.0-85008612492,2017,"Silveira, Leonardo E.;Bond, David J.;MacMillan, Erin Leigh;Kozicky, Jan Marie;Muralidharan, Kesavan;Bücker, Joana;Rosa, Adriane Ribeiro;Kapczinski, Flavio;Yatham, Lakshmi N.",Bond,David J.,14055349400
271,Neuroprogression and episode recurrence in bipolar I disorder: A study of gray matter volume changes in first-episode mania and association with clinical outcome,2-s2.0-84991717418,2016,"Kozicky, Jan Marie;McGirr, Alexander;Bond, David J.;Gonzalez, Marjorie;Silveira, Leonardo E.;Keramatian, Kamyar;Torres, Ivan J.;Lam, Raymond W.;Yatham, Lakshmi N.",Bond,David J.,14055349400
272,Clinical features of bipolar spectrum with binge eating behaviour,2-s2.0-84968853485,2016,"McElroy, Susan L.;Crow, Scott;Blom, Thomas J.;Cuellar-Barboza, Alfredo B.;Prieto, Miguel L.;Veldic, Marin;Winham, Stacey J.;Bobo, William V.;Geske, Jennifer;Seymour, Lisa R.;Mori, Nicole;Bond, David J.;Biernacka, Joanna M.;Frye, Mark A.",Bond,David J.,14055349400
